trip_id,starttime,stoptime,bikeid,left(bikeid,right bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear
113869,7/22/15 7:51,7/22/15 7:57,SEA00083,SEA,00083,350.079,Seattle University / E Columbia St & 12th Ave,Bellevue Ave & E Pine St,FH-04,CH-12,Annual Member,Female,1993
69956,5/8/15 11:23,5/8/15 11:33,SEA00383,SEA,00383,593.825,E Harrison St & Broadway Ave E,2nd Ave & Pine St,CH-02,CBD-13,Annual Member,Male,1977
54072,4/4/15 13:04,4/4/15 13:21,SEA00452,SEA,00452,1067.724,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL
11006,11/8/14 9:57,11/8/14 11:49,SEA00353,SEA,00353,6725.579,Seattle University / E Columbia St & 12th Ave,Seattle University / E Columbia St & 12th Ave,FH-04,FH-04,Short-Term Pass Holder,NULL,NULL
117553,7/28/15 9:45,7/28/15 11:50,SEA00065,SEA,00065,7516.703,2nd Ave & Spring St,2nd Ave & Spring St,CBD-06,CBD-06,Short-Term Pass Holder,NULL,NULL
14658,11/17/14 17:05,11/17/14 17:11,SEA00254,SEA,00254,404.9,PATH / 9th Ave & Westlake Ave,Dexter Ave N & Aloha St,SLU-07,SLU-02,Annual Member,Male,1971
69474,5/7/15 14:51,5/7/15 15:13,SEA00143,SEA,00143,1272.253,15th Ave E & E Thomas St,Pine St & 9th Ave,CH-05,SLU-16,Short-Term Pass Holder,NULL,NULL
77756,5/22/15 19:39,5/22/15 20:00,SEA00428,SEA,00428,1245.645,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St,SLU-19,SLU-19,Short-Term Pass Holder,NULL,NULL
17341,11/26/14 15:12,11/26/14 15:14,SEA00478,SEA,00478,88.701,Cal Anderson Park / 11th Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-08,CH-08,Annual Member,Male,1985
58417,4/16/15 12:19,4/16/15 12:38,SEA00181,SEA,00181,1156.829,Occidental Park / Occidental Ave S & S Washington St,Seattle University / E Columbia St & 12th Ave,PS-04,FH-04,Annual Member,Female,1982
34113,2/4/15 9:15,2/4/15 9:37,SEA00433,SEA,00433,1304.176,12th Ave & NE Campus Pkwy,7th Ave & Union St,UD-04,CBD-03,Short-Term Pass Holder,NULL,NULL
72456,5/12/15 12:15,5/12/15 12:20,SEA00069,SEA,00069,321.55,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Annual Member,Male,1954
82714,5/31/15 14:22,5/31/15 14:33,SEA00129,SEA,00129,642.812,Summit Ave E & E Republican St,2nd Ave & Pine St,CH-03,CBD-13,Annual Member,Female,1990
70989,5/9/15 15:47,5/9/15 16:20,SEA00283,SEA,00283,1983.383,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
77851,5/23/15 9:07,5/23/15 9:18,SEA00353,SEA,00353,691.41,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,12th Ave & NE Campus Pkwy,UD-01,UD-04,Short-Term Pass Holder,NULL,NULL
87893,6/10/15 9:27,6/10/15 9:48,SEA00185,SEA,00185,1267.702,E Pine St & 16th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CH-07,PS-05,Annual Member,Female,1979
36200,2/12/15 11:51,2/12/15 12:04,SEA00373,SEA,00373,808.599,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,9th Ave N & Mercer St,PS-05,DPD-01,Annual Member,Male,1955
115308,7/24/15 9:03,7/24/15 9:06,SEA00373,SEA,00373,199.87,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave,SLU-07,SLU-15,Annual Member,Male,1989
3011,10/18/14 17:39,10/18/14 18:02,SEA00413,SEA,00413,1372.357,E Blaine St & Fairview Ave E,3rd Ave & Broad St,EL-03,BT-01,Short-Term Pass Holder,NULL,NULL
44658,3/8/15 13:49,3/8/15 14:03,SEA00230,SEA,00230,848.686,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,15th Ave NE & NE 40th St,UD-01,UW-04,Short-Term Pass Holder,NULL,NULL
86857,6/8/15 12:19,6/8/15 12:27,SEA00099,SEA,00099,483.885,REI / Yale Ave N & John St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-01,EL-01,Short-Term Pass Holder,NULL,NULL
3818,10/19/14 18:20,10/19/14 18:27,SEA00090,SEA,00090,466.841,Republican St & Westlake Ave N,E Blaine St & Fairview Ave E,SLU-04,EL-03,Annual Member,Male,1971
142187,9/10/15 8:08,9/10/15 8:19,SEA00159,SEA,00159,618.784,12th Ave & E Denny Way,1st Ave & Marion St,CH-06,CBD-05,Annual Member,Male,1979
151517,9/29/15 18:43,9/29/15 18:46,SEA00131,SEA,00131,179.253,E Pine St & 16th Ave,15th Ave E & E Thomas St,CH-07,CH-05,Annual Member,Male,1992
120913,8/2/15 11:53,8/2/15 12:08,SEA00124,SEA,00124,863.181,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Short-Term Pass Holder,NULL,NULL
91479,6/15/15 21:26,6/15/15 21:37,SEA00062,SEA,00062,667.007,2nd Ave & Blanchard St,Harvard Ave & E Pine St,BT-05,CH-09,Annual Member,Male,1986
27526,1/12/15 8:39,1/12/15 8:43,SEA00194,SEA,00194,274.079,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave,SLU-01,SLU-07,Annual Member,Male,1987
136748,8/28/15 12:49,8/28/15 13:03,SEA00303,SEA,00303,890.927,NE 42nd St & University Way NE,Lake Union Park / Valley St & Boren Ave N,UD-02,SLU-17,Annual Member,Male,1985
78631,5/24/15 15:45,5/24/15 16:48,SEA00316,SEA,00316,3753.733,12th Ave & E Mercer St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,CH-15,WF-04,Short-Term Pass Holder,NULL,NULL
107907,7/13/15 8:52,7/13/15 9:02,SEA00357,SEA,00357,592.405,3rd Ave & Broad St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,BT-01,EL-01,Annual Member,Female,1992
132983,8/21/15 19:23,8/21/15 20:12,SEA00199,SEA,00199,2971.9,3rd Ave & Broad St,3rd Ave & Broad St,BT-01,BT-01,Short-Term Pass Holder,NULL,NULL
33257,1/31/15 14:21,1/31/15 14:35,SEA00475,SEA,00475,831.159,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St,WF-04,PS-04,Short-Term Pass Holder,NULL,NULL
2843,10/18/14 13:56,10/18/14 15:21,SEA00280,SEA,00280,5101.863,Republican St & Westlake Ave N,Dexter Ave & Denny Way,SLU-04,SLU-18,Short-Term Pass Holder,NULL,NULL
115177,7/23/15 21:59,7/23/15 22:15,SEA00133,SEA,00133,985.654,Occidental Park / Occidental Ave S & S Washington St,Pine St & 9th Ave,PS-04,SLU-16,Annual Member,Female,1971
109554,7/15/15 15:12,7/15/15 15:24,SEA00322,SEA,00322,693.893,2nd Ave & Pine St,3rd Ave & Broad St,CBD-13,BT-01,Short-Term Pass Holder,NULL,NULL
76253,5/20/15 8:53,5/20/15 9:03,SEA00068,SEA,00068,591.038,Westlake Ave & 6th Ave,REI / Yale Ave N & John St,SLU-15,SLU-01,Short-Term Pass Holder,NULL,NULL
71582,5/10/15 14:47,5/10/15 15:38,SEA00194,SEA,00194,3078.009,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St,WF-01,CBD-13,Short-Term Pass Holder,NULL,NULL
143561,9/12/15 13:07,9/12/15 13:20,SEA00265,SEA,00265,766.842,Westlake Ave & 6th Ave,2nd Ave & Spring St,SLU-15,CBD-06,Short-Term Pass Holder,NULL,NULL
58219,4/15/15 21:03,4/15/15 21:12,SEA00203,SEA,00203,499.992,7th Ave & Union St,3rd Ave & Broad St,CBD-03,BT-01,Annual Member,Male,1981
113262,7/21/15 6:21,7/21/15 6:25,SEA00259,SEA,00259,189.972,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave,BT-01,SLU-07,Annual Member,Male,1961
152793,10/2/15 16:13,10/2/15 16:25,SEA00305,SEA,00305,752.757,9th Ave N & Mercer St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,DPD-01,PS-05,Annual Member,Male,1978
135317,8/25/15 22:25,8/25/15 22:59,SEA00224,SEA,00224,2052.14,NE 42nd St & University Way NE,NE 42nd St & University Way NE,UD-02,UD-02,Short-Term Pass Holder,NULL,NULL
17157,11/26/14 8:28,11/26/14 8:35,SEA00317,SEA,00317,386.656,7th Ave & Union St,Occidental Park / Occidental Ave S & S Washington St,CBD-03,PS-04,Annual Member,Male,1974
143593,9/12/15 13:44,9/12/15 18:46,SEA00492,SEA,00492,18126.18,Summit Ave E & E Republican St,Dexter Ave & Denny Way,CH-03,SLU-18,Short-Term Pass Holder,NULL,NULL
146240,9/18/15 16:39,9/18/15 17:31,SEA00198,SEA,00198,3144.976,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
143395,9/12/15 9:02,9/12/15 9:08,SEA00465,SEA,00465,408.761,Dexter Ave & Denny Way,Pine St & 9th Ave,SLU-18,SLU-16,Short-Term Pass Holder,NULL,NULL
16846,11/24/14 15:45,11/24/14 15:52,SEA00391,SEA,00391,456.405,NE 47th St & 12th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-07,UW-06,Annual Member,Male,1991
16173,11/22/14 12:55,11/22/14 13:40,SEA00139,SEA,00139,2692.236,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,PS-05,PS-05,Short-Term Pass Holder,NULL,NULL
97369,6/26/15 8:13,6/26/15 8:15,SEA00389,SEA,00389,145.393,E Pine St & 16th Ave,Harvard Ave & E Pine St,CH-07,CH-09,Annual Member,Other,1978
107380,7/12/15 13:00,7/12/15 13:20,SEA00171,SEA,00171,1181.149,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
113843,7/22/15 6:44,7/22/15 6:56,SEA00127,SEA,00127,758.391,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St,PS-05,WF-01,Annual Member,Male,1956
22372,12/18/14 6:56,12/18/14 7:01,SEA00249,SEA,00249,274.202,2nd Ave & Pine St,2nd Ave & Vine St,CBD-13,BT-03,Annual Member,Male,1965
42724,3/3/15 10:34,3/3/15 10:40,SEA00145,SEA,00145,412.367,Westlake Ave & 6th Ave,REI / Yale Ave N & John St,SLU-15,SLU-01,Annual Member,Male,1987
3801,10/19/14 17:59,10/19/14 18:14,SEA00382,SEA,00382,910.637,PATH / 9th Ave & Westlake Ave,Key Arena / 1st Ave N & Harrison St,SLU-07,SLU-19,Short-Term Pass Holder,NULL,NULL
146546,9/19/15 12:18,9/19/15 12:30,SEA00098,SEA,00098,727.801,Seattle University / E Columbia St & 12th Ave,2nd Ave & Pine St,FH-04,CBD-13,Short-Term Pass Holder,NULL,NULL
156246,10/11/15 14:27,10/11/15 14:32,SEA00118,SEA,00118,317.557,3rd Ave & Broad St,Pier 69 / Alaskan Way & Clay St,BT-01,WF-01,Short-Term Pass Holder,NULL,NULL
3457,10/19/14 13:50,10/19/14 14:06,SEA00170,SEA,00170,978.778,2nd Ave & Pine St,6th Ave S & S King St,CBD-13,ID-04,Short-Term Pass Holder,NULL,NULL
22250,12/17/14 13:15,12/17/14 13:33,SEA00275,SEA,00275,1103.319,12th Ave & E Mercer St,15th Ave E & E Thomas St,CH-15,CH-05,Annual Member,Female,1991
48544,3/19/15 18:07,3/19/15 18:12,SEA00406,SEA,00406,268.143,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-06,UW-02,Annual Member,Male,1992
65170,4/27/15 17:26,4/27/15 18:44,SEA00170,SEA,00170,4691.724,12th Ave & NE Campus Pkwy,12th Ave & NE Campus Pkwy,UD-04,UD-04,Short-Term Pass Holder,NULL,NULL
39318,2/20/15 17:45,2/20/15 17:51,SEA00188,SEA,00188,353.039,Republican St & Westlake Ave N,Westlake Ave & 6th Ave,SLU-04,SLU-15,Annual Member,Male,1962
133823,8/23/15 12:39,8/23/15 20:02,SEA00155,SEA,00155,26623.043,Lake Union Park / Valley St & Boren Ave N,2nd Ave & Pine St,SLU-17,CBD-13,Short-Term Pass Holder,NULL,NULL
90364,6/14/15 8:41,6/14/15 10:40,SEA00083,SEA,00083,7103.979,2nd Ave & Vine St,Occidental Park / Occidental Ave S & S Washington St,BT-03,PS-04,Short-Term Pass Holder,NULL,NULL
52747,3/31/15 18:19,3/31/15 18:21,SEA00476,SEA,00476,156.402,Cal Anderson Park / 11th Ave & Pine St,E Pine St & 16th Ave,CH-08,CH-07,Annual Member,Male,1982
44350,3/7/15 16:25,3/7/15 16:32,SEA00245,SEA,00245,375.909,Cal Anderson Park / 11th Ave & Pine St,Summit Ave E & E Republican St,CH-08,CH-03,Annual Member,Male,1985
69071,5/6/15 17:47,5/6/15 18:03,SEA00448,SEA,00448,975.058,PATH / 9th Ave & Westlake Ave,Cal Anderson Park / 11th Ave & Pine St,SLU-07,CH-08,Annual Member,Female,1971
133282,8/22/15 12:43,8/22/15 13:35,SEA00460,SEA,00460,3132.649,UW Intramural Activities Building,15th Ave NE & NE 40th St,UW-07,UW-04,Short-Term Pass Holder,NULL,NULL
69112,5/6/15 18:49,5/6/15 18:57,SEA00459,SEA,00459,440.159,Harvard Ave & E Pine St,E Pine St & 16th Ave,CH-09,CH-07,Short-Term Pass Holder,NULL,NULL
110868,7/17/15 12:10,7/17/15 12:18,SEA00185,SEA,00185,459.041,E Pine St & 16th Ave,E Harrison St & Broadway Ave E,CH-07,CH-02,Annual Member,Male,1967
38099,2/17/15 8:16,2/17/15 8:25,SEA00293,SEA,00293,523.892,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave,CH-08,SLU-07,Annual Member,Female,1971
54419,4/5/15 10:47,4/5/15 10:58,SEA00353,SEA,00353,659.541,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
91125,6/15/15 12:18,6/15/15 12:28,SEA00196,SEA,00196,587.343,12th Ave & E Denny Way,E Harrison St & Broadway Ave E,CH-06,CH-02,Short-Term Pass Holder,NULL,NULL
61685,4/20/15 17:32,4/20/15 17:59,SEA00369,SEA,00369,1632.101,E Harrison St & Broadway Ave E,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,CH-02,EL-01,Short-Term Pass Holder,NULL,NULL
58911,4/17/15 12:00,4/17/15 12:08,SEA00379,SEA,00379,484.34,12th Ave & E Mercer St,Summit Ave & E Denny Way,CH-15,CH-01,Annual Member,Female,1987
111526,7/18/15 10:43,7/18/15 11:14,SEA00488,SEA,00488,1890.139,Lake Union Park / Valley St & Boren Ave N,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,SLU-17,UW-10,Short-Term Pass Holder,NULL,NULL
5228,10/23/14 18:44,10/23/14 18:59,SEA00367,SEA,00367,869.769,E Pine St & 16th Ave,Westlake Ave & 6th Ave,CH-07,SLU-15,Annual Member,Female,1973
110953,7/17/15 13:50,7/17/15 13:56,SEA00268,SEA,00268,338.678,E Harrison St & Broadway Ave E,Pine St & 9th Ave,CH-02,SLU-16,Annual Member,Male,1968
54192,4/4/15 15:39,4/4/15 15:56,SEA00247,SEA,00247,1039.925,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St,SLU-19,SLU-19,Annual Member,Male,1981
150933,9/28/15 18:17,9/28/15 18:23,SEA00323,SEA,00323,394.837,Union St & 4th Ave,Occidental Park / Occidental Ave S & S Washington St,CBD-04,PS-04,Annual Member,Male,1985
60741,4/19/15 16:05,4/19/15 19:57,SEA00205,SEA,00205,13894.852,Westlake Ave & 6th Ave,Westlake Ave & 6th Ave,SLU-15,SLU-15,Short-Term Pass Holder,NULL,NULL
109136,7/14/15 19:57,7/14/15 20:39,SEA00087,SEA,00087,2530.972,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
60733,4/19/15 15:56,4/19/15 16:05,SEA00451,SEA,00451,516.749,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave,CH-08,SLU-07,Short-Term Pass Holder,NULL,NULL
111271,7/17/15 19:05,7/17/15 19:23,SEA00454,SEA,00454,1040.467,Key Arena / 1st Ave N & Harrison St,REI / Yale Ave N & John St,SLU-19,SLU-01,Short-Term Pass Holder,NULL,NULL
85020,6/5/15 9:29,6/5/15 10:30,SEA00314,SEA,00314,3659.424,Westlake Ave & 6th Ave,Republican St & Westlake Ave N,SLU-15,SLU-04,Short-Term Pass Holder,NULL,NULL
41783,2/28/15 14:20,2/28/15 15:58,SEA00380,SEA,00380,5893.732,PATH / 9th Ave & Westlake Ave,2nd Ave & Vine St,SLU-07,BT-03,Short-Term Pass Holder,NULL,NULL
72706,5/13/15 6:37,5/13/15 6:40,SEA00304,SEA,00304,164.637,Summit Ave & E Denny Way,Pine St & 9th Ave,CH-01,SLU-16,Annual Member,Male,1990
130644,8/18/15 7:38,8/18/15 7:49,SEA00239,SEA,00239,699.265,Dexter Ave N & Aloha St,Terry Ave & Stewart St,SLU-02,SLU-20,Annual Member,Male,1967
32860,1/30/15 8:14,1/30/15 8:18,SEA00107,SEA,00107,279.59,Summit Ave E & E Republican St,Bellevue Ave & E Pine St,CH-03,CH-12,Annual Member,Male,1985
88656,6/11/15 14:38,6/11/15 15:10,SEA00314,SEA,00314,1871.768,9th Ave N & Mercer St,12th Ave & E Yesler Way,DPD-01,CD-01,Short-Term Pass Holder,NULL,NULL
66944,5/2/15 0:35,5/2/15 0:38,SEA00065,SEA,00065,188.395,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,9th Ave N & Mercer St,EL-01,DPD-01,Annual Member,Male,1986
99740,6/30/15 17:11,6/30/15 17:49,SEA00158,SEA,00158,2289.91,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,7th Ave & Union St,PS-05,CBD-03,Short-Term Pass Holder,NULL,NULL
130593,8/17/15 22:18,8/17/15 22:26,SEA00292,SEA,00292,443.051,2nd Ave & Pine St,3rd Ave & Broad St,CBD-13,BT-01,Annual Member,Male,1985
25430,1/2/15 21:24,1/2/15 21:32,SEA00405,SEA,00405,441.571,Republican St & Westlake Ave N,2nd Ave & Vine St,SLU-04,BT-03,Annual Member,Male,1981
40448,2/23/15 21:14,2/23/15 21:21,SEA00272,SEA,00272,391.543,Republican St & Westlake Ave N,2nd Ave & Vine St,SLU-04,BT-03,Annual Member,Male,1981
100380,7/1/15 18:09,7/1/15 18:16,SEA00245,SEA,00245,417.719,2nd Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-05,SLU-19,Annual Member,Male,1964
125138,8/8/15 19:17,8/8/15 19:45,SEA00365,SEA,00365,1681.568,2nd Ave & Vine St,2nd Ave & Blanchard St,BT-03,BT-05,Short-Term Pass Holder,NULL,NULL
48818,3/20/15 13:04,3/20/15 13:32,SEA00466,SEA,00466,1695.338,6th Ave S & S King St,3rd Ave & Broad St,ID-04,BT-01,Short-Term Pass Holder,NULL,NULL
68245,5/4/15 13:54,5/4/15 14:00,SEA00457,SEA,00457,346.96,Westlake Ave & 6th Ave,2nd Ave & Spring St,SLU-15,CBD-06,Annual Member,Male,1961
102274,7/4/15 16:05,7/4/15 16:09,SEA00411,SEA,00411,281.963,2nd Ave & Pine St,1st Ave & Marion St,CBD-13,CBD-05,Annual Member,Male,1965
36531,2/13/15 10:02,2/13/15 10:06,SEA00451,SEA,00451,251.132,2nd Ave & Pine St,Westlake Ave & 6th Ave,CBD-13,SLU-15,Annual Member,Male,1981
59069,4/17/15 15:54,4/17/15 16:04,SEA00061,SEA,00061,635.824,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,WF-01,PS-05,Annual Member,Male,1985
125537,8/9/15 15:03,8/9/15 15:12,SEA00417,SEA,00417,585.536,7th Ave & Union St,Summit Ave E & E Republican St,CBD-03,CH-03,Annual Member,Male,1976
130020,8/17/15 6:51,8/17/15 8:09,SEA00132,SEA,00132,4696.464,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL
2336,10/17/14 7:56,10/17/14 8:04,SEA00229,SEA,00229,481.715,PATH / 9th Ave & Westlake Ave,7th Ave & Union St,SLU-07,CBD-03,Annual Member,Female,1986
137262,8/29/15 16:50,8/29/15 17:16,SEA00384,SEA,00384,1534.007,Harvard Ave & E Pine St,Key Arena / 1st Ave N & Harrison St,CH-09,SLU-19,Short-Term Pass Holder,NULL,NULL
9520,11/4/14 11:28,11/4/14 11:33,SEA00483,SEA,00483,306.024,Seattle University / E Columbia St & 12th Ave,Cal Anderson Park / 11th Ave & Pine St,FH-04,CH-08,Annual Member,Male,1964
3790,10/19/14 17:49,10/19/14 17:54,SEA00403,SEA,00403,270.734,Cal Anderson Park / 11th Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-08,CH-08,Short-Term Pass Holder,NULL,NULL
7450,10/29/14 18:12,10/29/14 18:36,SEA00200,SEA,00200,1445.592,Republican St & Westlake Ave N,3rd Ave & Broad St,SLU-04,BT-01,Annual Member,Male,1982
59509,4/18/15 10:59,4/18/15 12:27,SEA00145,SEA,00145,5238.713,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Annual Member,Female,1979
4480,10/21/14 11:54,10/21/14 12:19,SEA00157,SEA,00157,1486.06,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Short-Term Pass Holder,NULL,NULL
132051,8/20/15 10:56,8/20/15 11:05,SEA00320,SEA,00320,555.789,E Pine St & 16th Ave,2nd Ave & Pine St,CH-07,CBD-13,Annual Member,Male,1987
146577,9/19/15 13:24,9/19/15 14:06,SEA00443,SEA,00443,2556.189,Bellevue Ave & E Pine St,NE 42nd St & University Way NE,CH-12,UD-02,Short-Term Pass Holder,NULL,NULL
39498,2/21/15 11:25,2/21/15 11:54,SEA00256,SEA,00256,1701.025,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St,BT-03,WF-01,Short-Term Pass Holder,NULL,NULL
89927,6/13/15 15:32,6/13/15 17:48,SEA00294,SEA,00294,8161.872,2nd Ave & Blanchard St,2nd Ave & Blanchard St,BT-05,BT-05,Short-Term Pass Holder,NULL,NULL
18847,12/3/14 17:56,12/3/14 18:01,SEA00095,SEA,00095,254.591,12th Ave & E Denny Way,12th Ave & E Mercer St,CH-06,CH-15,Annual Member,Male,1982
2794,10/18/14 13:03,10/18/14 13:22,SEA00400,SEA,00400,1108.39,Dexter Ave & Denny Way,Summit Ave & E Denny Way,SLU-18,CH-01,Short-Term Pass Holder,NULL,NULL
57595,4/14/15 8:43,4/14/15 8:51,SEA00427,SEA,00427,492.912,E Harrison St & Broadway Ave E,2nd Ave & Pine St,CH-02,CBD-13,Annual Member,Male,1990
96766,6/25/15 8:19,6/25/15 8:27,SEA00115,SEA,00115,439.963,Frye Art Museum / Terry Ave & Columbia St,Cal Anderson Park / 11th Ave & Pine St,FH-01,CH-08,Annual Member,Male,1983
68465,5/5/15 7:41,5/5/15 7:48,SEA00093,SEA,00093,446.039,E Pine St & 16th Ave,Pine St & 9th Ave,CH-07,SLU-16,Annual Member,Male,1987
26383,1/7/15 16:07,1/7/15 16:15,SEA00110,SEA,00110,493.453,Children's Hospital / Sandpoint Way NE & 40th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,DPD-03,UD-01,Annual Member,Female,1987
142506,9/10/15 17:06,9/10/15 17:18,SEA00453,SEA,00453,762.316,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Lake Union Park / Valley St & Boren Ave N,EL-01,SLU-17,Short-Term Pass Holder,NULL,NULL
56106,4/9/15 13:03,4/9/15 13:23,SEA00473,SEA,00473,1203.187,Summit Ave & E Denny Way,E Blaine St & Fairview Ave E,CH-01,EL-03,Short-Term Pass Holder,NULL,NULL
154480,10/6/15 8:35,10/6/15 8:40,SEA00136,SEA,00136,283.458,Terry Ave & Stewart St,Dexter Ave & Denny Way,SLU-20,SLU-18,Annual Member,Male,1953
119609,7/31/15 10:56,7/31/15 11:06,SEA00241,SEA,00241,613.612,1st Ave & Marion St,2nd Ave & Pine St,CBD-05,CBD-13,Short-Term Pass Holder,NULL,NULL
14751,11/18/14 2:17,11/18/14 2:27,SEA00082,SEA,00082,601.148,Westlake Ave & 6th Ave,Bellevue Ave & E Pine St,SLU-15,CH-12,Short-Term Pass Holder,NULL,NULL
141902,9/9/15 17:16,9/9/15 17:20,SEA00242,SEA,00242,237.553,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-17,EL-01,Short-Term Pass Holder,NULL,NULL
129901,8/16/15 17:34,8/16/15 17:46,SEA00084,SEA,00084,724.963,Occidental Park / Occidental Ave S & S Washington St,City Hall / 4th Ave & James St,PS-04,CBD-07,Short-Term Pass Holder,NULL,NULL
132473,8/21/15 7:53,8/21/15 8:04,SEA00143,SEA,00143,678.679,Pine St & 9th Ave,2nd Ave & Pine St,SLU-16,CBD-13,Short-Term Pass Holder,NULL,NULL
85826,6/6/15 15:05,6/6/15 15:46,SEA00170,SEA,00170,2491.584,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Short-Term Pass Holder,NULL,NULL
124121,8/7/15 9:50,8/7/15 10:04,SEA00207,SEA,00207,837.049,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,15th Ave NE & NE 40th St,UD-01,UW-04,Annual Member,Male,1983
137153,8/29/15 13:33,8/29/15 13:49,SEA00377,SEA,00377,1011.549,Terry Ave & Stewart St,12th Ave & E Yesler Way,SLU-20,CD-01,Annual Member,Male,1988
95862,6/23/15 15:53,6/23/15 16:05,SEA00300,SEA,00300,759.083,12th Ave & E Yesler Way,12th Ave & E Mercer St,CD-01,CH-15,Annual Member,Female,1970
145006,9/15/15 19:03,9/15/15 19:09,SEA00065,SEA,00065,376.956,Bellevue Ave & E Pine St,Union St & 4th Ave,CH-12,CBD-04,Annual Member,Male,1990
142095,9/9/15 21:38,9/9/15 21:49,SEA00103,SEA,00103,674.687,Key Arena / 1st Ave N & Harrison St,6th Ave & Blanchard St,SLU-19,BT-04,Annual Member,Female,1956
98959,6/29/15 9:42,6/29/15 9:52,SEA00422,SEA,00422,600.056,Summit Ave & E Denny Way,Occidental Park / Occidental Ave S & S Washington St,CH-01,PS-04,Annual Member,Male,1988
1289,10/14/14 16:46,10/14/14 16:50,SEA00203,SEA,00203,218.059,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6th Ave S & S King St,PS-05,ID-04,Annual Member,Female,1951
59024,4/17/15 14:49,4/17/15 15:24,SEA00125,SEA,00125,2085.371,Burke Museum / E Stevens Way NE & Memorial Way NE,2nd Ave & Spring St,UW-02,CBD-06,Short-Term Pass Holder,NULL,NULL
